247f4201f214ff279da3a24570d642f1;146;2024-12-23;146;TKT10002
247f4201f214ff279da3a24570d642f1;147;2024-10-04;147;MAT11002
247f4201f214ff279da3a24570d642f1;147;2024-08-30;147;MAT11002
247f4201f214ff279da3a24570d642f1;147;2024-08-30;147;TKT10006
247f4201f214ff279da3a24570d642f1;147;2024-11-12;147;TKT10002
247f4201f214ff279da3a24570d642f1;147;2024-07-21;147;TKT210281
247f4201f214ff279da3a24570d642f1;147;2024-10-04;147;TKT10003
eda0df4567902969822fdc5bb04e3b54;144;2022-05-11;144;TKT10001
eda0df4567902969822fdc5bb04e3b54;147;2024-12-17;147;TKT200012
eda0df4567902969822fdc5bb04e3b54;147;2024-08-22;147;DIGI-A
eda0df4567902969822fdc5bb04e3b54;147;2024-10-26;147;TKT200011
eda0df4567902969822fdc5bb04e3b54;145;2022-12-19;145;TKT100051
eda0df4567902969822fdc5bb04e3b54;148;2024-01-16;148;MAT12003
eda0df4567902969822fdc5bb04e3b54;144;2022-12-24;144;TKT10002
eda0df4567902969822fdc5bb04e3b54;146;2024-03-06;146;TKT10004
eda0df4567902969822fdc5bb04e3b54;146;2024-03-14;146;TKT100052
eda0df4567902969822fdc5bb04e3b54;146;2024-05-16;146;TKT10003
eda0df4567902969822fdc5bb04e3b54;146;2022-12-24;146;MAT11001
eda0df4567902969822fdc5bb04e3b54;147;2024-10-06;147;MAT11002
eda0df4567902969822fdc5bb04e3b54;147;2024-10-29;147;TKT21018
eda0df4567902969822fdc5bb04e3b54;148;2024-03-07;148;TKT20019
eda0df4567902969822fdc5bb04e3b54;147;2024-10-10;147;TKT20019
eda0df4567902969822fdc5bb04e3b54;148;2024-12-04;148;MAT11009
eda0df4567902969822fdc5bb04e3b54;148;2024-12-04;148;MAT12003
eda0df4567902969822fdc5bb04e3b54;147;2024-08-30;147;TKT50004
eda0df4567902969822fdc5bb04e3b54;147;2024-08-30;147;TKT10006
331e317c85afc430fee6b9af3a232916;147;2024-08-28;147;TKT10002
331e317c85afc430fee6b9af3a232916;148;2024-09-11;148;CSM141082
331e317c85afc430fee6b9af3a232916;148;2024-09-11;148;CSM141083
