656b38f3402a1e8b4211fac826efd433;147;2023-08-30;147;MAT11001
656b38f3402a1e8b4211fac826efd433;147;2023-08-30;147;TKT10006
656b38f3402a1e8b4211fac826efd433;147;2023-08-30;147;DIGI-A
656b38f3402a1e8b4211fac826efd433;147;2023-08-30;147;MAT11001
656b38f3402a1e8b4211fac826efd433;147;2023-10-29;147;TKT10003
d35f70211135de265bc7c66df4dd3605;147;2023-10-21;147;TKT10003
d35f70211135de265bc7c66df4dd3605;149;2024-08-20;149;MAT11001
d35f70211135de265bc7c66df4dd3605;149;2024-08-20;149;TKT20015
d35f70211135de265bc7c66df4dd3605;148;2024-03-10;148;HISK-110
d35f70211135de265bc7c66df4dd3605;145;2022-08-05;145;HISK-221
d35f70211135de265bc7c66df4dd3605;148;2024-01-21;148;TKT10003
d35f70211135de265bc7c66df4dd3605;147;2023-08-30;147;TKT50004
d35f70211135de265bc7c66df4dd3605;145;2022-11-03;145;HISK-120
d35f70211135de265bc7c66df4dd3605;147;2023-09-18;147;TKT500031
d35f70211135de265bc7c66df4dd3605;146;2023-11-12;146;TKT10002
d35f70211135de265bc7c66df4dd3605;148;2024-01-07;148;MAT11001
d35f70211135de265bc7c66df4dd3605;149;2024-08-31;149;KK-ENKAIKKI
d35f70211135de265bc7c66df4dd3605;148;2024-03-13;148;SOSK-101
d35f70211135de265bc7c66df4dd3605;147;2023-09-03;147;TKT10006
d35f70211135de265bc7c66df4dd3605;147;2023-08-27;147;DIGI-A
d35f70211135de265bc7c66df4dd3605;147;2023-08-30;147;TKT10002
247f4201f214ff279da3a24570d642f1;147;2023-08-30;147;TKT10002
247f4201f214ff279da3a24570d642f1;147;2023-09-09;147;DIGI-A
247f4201f214ff279da3a24570d642f1;147;2024-07-15;147;TKT21018
247f4201f214ff279da3a24570d642f1;147;2023-08-30;147;TKT50004
247f4201f214ff279da3a24570d642f1;146;2023-12-23;146;TKT10002
247f4201f214ff279da3a24570d642f1;147;2023-10-04;147;MAT11002
247f4201f214ff279da3a24570d642f1;147;2023-08-30;147;MAT11002
247f4201f214ff279da3a24570d642f1;147;2023-08-30;147;TKT10006
247f4201f214ff279da3a24570d642f1;147;2023-11-12;147;TKT10002
247f4201f214ff279da3a24570d642f1;147;2024-07-21;147;TKT210281
247f4201f214ff279da3a24570d642f1;147;2023-10-04;147;TKT10003
828974c6c954abd2ada226a48c7d6090;144;2022-05-11;144;TKT10001
828974c6c954abd2ada226a48c7d6090;147;2023-12-17;147;TKT200012
828974c6c954abd2ada226a48c7d6090;147;2023-08-22;147;DIGI-A
828974c6c954abd2ada226a48c7d6090;147;2023-10-26;147;TKT200011
828974c6c954abd2ada226a48c7d6090;145;2022-12-19;145;TKT100051
828974c6c954abd2ada226a48c7d6090;148;2024-01-16;148;MAT12003
828974c6c954abd2ada226a48c7d6090;144;2022-12-24;144;TKT10002
828974c6c954abd2ada226a48c7d6090;146;2023-03-06;146;TKT10004
828974c6c954abd2ada226a48c7d6090;146;2023-03-14;146;TKT100052
828974c6c954abd2ada226a48c7d6090;146;2023-05-16;146;TKT10003
828974c6c954abd2ada226a48c7d6090;146;2022-12-24;146;MAT11001
828974c6c954abd2ada226a48c7d6090;147;2023-10-06;147;MAT11002
828974c6c954abd2ada226a48c7d6090;147;2023-10-29;147;TKT21018
828974c6c954abd2ada226a48c7d6090;148;2024-03-07;148;TKT20019
828974c6c954abd2ada226a48c7d6090;147;2023-10-10;147;TKT20019
828974c6c954abd2ada226a48c7d6090;148;2023-12-04;148;MAT11009
828974c6c954abd2ada226a48c7d6090;148;2023-12-04;148;MAT12003
828974c6c954abd2ada226a48c7d6090;147;2023-08-30;147;TKT50004
828974c6c954abd2ada226a48c7d6090;147;2023-08-30;147;TKT10006
1d1756986764035547f4a1e1a106d7d1;147;2023-08-28;147;TKT10002
1d1756986764035547f4a1e1a106d7d1;148;2024-09-11;148;CSM141082
1d1756986764035547f4a1e1a106d7d1;148;2024-09-11;148;CSM141083
